id,source,title,link,publication_date,close_date,organization_name,organization_url,organization_description,description,salary_range,tags
12b13cfbffb0,EA Opportunities Board,"Senior Director, Europe",https://www.catf.us/career/senior-director-europe/,2026-04-16,,Clean Air Task Force,https://www.catf.us/,,"Lead transformative climate action in Europe as Senior Director, Europe at Clean Air Task Force (CATF), a global nonprofit advancing low-carbon energy and climate solutions. - Set and execute CATF’s pan-European strategy, aligning regional efforts with global climate goals. - Lead and empower a high-performing team, manage resources, and drive fundraising to support impactful initiatives. - Represent CATF at the highest levels, engaging with governments, industry, funders, and media to advance pragmatic climate solutions. - Oversee collaboration with government, industry, and civil society to position CATF as a trusted partner in climate innovation. This is a full-time, remote role based in Europe with frequent travel; no specific visa requirements are listed. Apply now or learn more: https://executivesurf.com/senior-director-europe/ *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,"Full-time; Climate change; Organization building, boosting & running; Management; Political & bureaucratic; Communication; Operations; Direct high impact on an important cause; Skill-building & building career capital; Graduate degree"
6d01c9fd246d,EA Opportunities Board,Recruitment Specialist,https://www.suvita.org/careers/recruitment-specialist,2026-04-15,,Suvita,http://suvita.org/,,"Suvita is seeking a Recruitment Specialist to lead end-to-end hiring for their remote India-based team, supporting their mission to increase childhood vaccination rates. - Manage full-cycle talent acquisition, including sourcing, screening, and interview coordination across multiple functions. - Build and nurture a strong talent pipeline, ensuring a positive and values-aligned candidate experience. - Collaborate with hiring managers to refine hiring strategies and improve systems for efficiency, equity, and inclusivity. - Support employer branding and use data-driven insights to enhance hiring processes. Apply via the application form: https://forms.gle/LWJZPF2k9KyAAsKJ7 *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,"Full-time; Global health & development; Organization building, boosting & running; Communication; Operations; Management; Direct high impact on an important cause; Skill-building & building career capital; Undergraduate degree"
443cd5f7ec29,EA Opportunities Board,Senior Designer,https://igualdadanimal.org/empleo/disenador-a-senior/,2026-04-16,,Fundación Igualdad Animal,https://igualdadanimal.org/,,"Create high-quality visual assets across digital and print channels while leading complex design projects and maintaining brand consistency. - Lead end-to-end design from concept to final delivery. - Collaborate across teams to support campaigns and organizational goals. - Maintain design systems, workflows, and visual standards. - Mentor stakeholders through clear design guidance and communication. *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,"Full-time; Animal welfare; Communication; Organization building, boosting & running; Collaborative problem-solving; Management; Skill-building & building career capital; Direct high impact on an important cause; Undergraduate degree"
6c1d972f27a6,EA Opportunities Board,"U.S. Director, Nuclear Energy",https://www.catf.us/career/u-s-director-nuclear-energy/,2026-04-16,,Clean Air Task Force,https://www.catf.us/,,"Lead the advancement of nuclear energy policy and deployment in the U.S. as the U.S. Director, Nuclear Energy at Clean Air Task Force (CATF), a nonprofit focused on climate solutions. - Serve as the in-house expert on U.S. nuclear energy policy, advocacy, and regulatory ecosystems, with a focus on federal and state levels. - Drive policy research, stakeholder engagement, and outreach to promote advanced nuclear technologies and support CATF’s nuclear energy strategy. - Manage and implement projects, lead a small team, and represent CATF at high-level meetings and public forums. - Full-time, remote role with preference for Washington, D.C. area; salary range $144,863–$185,000 plus excellent benefits. Apply or learn more: https://clean-air-task-force.breezy.hr/p/f84dc5da5904-u-s-director-nuclear-energy *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,Full-time; Climate change; Political & bureaucratic; Policy writing; Research; Communication; Management; Direct high impact on an important cause; Skill-building & building career capital; Learning about important cause areas; Graduate degree
77c1ac16e684,EA Opportunities Board,Research Analyst,https://job-boards.greenhouse.io/givewell/jobs/4924057008,2026-04-14,,GiveWell,https://www.givewell.org/,,"GiveWell is hiring a Research Analyst (remote, US/UK/Canada) to support their research team in identifying and vetting cost-effective global health and development giving opportunities. - Conduct quality checks on research outputs, write public summaries, answer defined research questions, and update cost-effectiveness analyses. - Gain broad exposure across grantmaking areas, with opportunities to temporarily embed in specialized teams and contribute to project management. - Enjoy flexible remote work, fully funded health benefits (US), four weeks PTO, paid parental leave, and competitive salaries ($98,600–$108,800 USD, or local equivalent). - Open to candidates with work authorization in the US, UK, or Canada; visa sponsorship is not available. *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,Full-time; Global health & development; Research; Communication; Data; Operations; Direct high impact on an important cause; Skill-building & building career capital; Learning about important cause areas; Direct/increased engagement with EA; Undergraduate degree
009afa41fbdd,EA Opportunities Board,Senior DevOps Engineer,https://jobs.ashbyhq.com/Irregular/87328861-4fc4-4846-a472-a56ba3511d6f?embed=js,2026-04-16,,Irregular,https://irregular.com,,"A high-ownership, on-site role for experienced infrastructure engineers who want to shape production systems supporting frontier AI work. - **Ownership and impact** – Lead cloud architecture, CI/CD, and production readiness in a fast-moving R&D team - **Frontier AI exposure** – Build secure, scalable infrastructure used in work with labs like Google, Anthropic, and OpenAI - **Core infrastructure** – Design AWS environments, Kubernetes clusters, Terraform automation, and ephemeral deployments - **Operational leadership** – Set standards for reliability, monitoring, security, and long-term infrastructure planning Work closely with research and engineering to build systems that evaluate and improve the security of advanced AI models. *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,Full-time; AI safety & policy; Software engineering; Information security; Operations; Management; Skill-building & building career capital; Undergraduate degree
26ec506edda2,EA Opportunities Board,Fundraising & Partnerships Lead (USA-Based),https://www.linkedin.com/posts/eldad-garfunkel-2a6b75_fundraising-nyc-nonprofit-activity-7416404864093634560-APbw?utm_source=social_share_send&utm_medium=android_app&rcm=ACoAAAAsHl4BItmRlrlZiEKQr07F6pkb5Dj1HKk&utm_campaign=copy_link,2026-02-16,,IRC Africa Inc.,https://irc-africa.org/,,"Leadership opportunity: IRC Africa Inc. is seeking a USA-based Fundraising & Partnerships Lead to drive US growth and build a community of international supporters for their work empowering women and children in Southern Madagascar. - Remote, professional volunteer role with a path to a paid leadership position (performance-based) - Lead fundraising efforts, cultivate donor relationships, and run creative campaigns using authentic field content - Work directly with the CEO and connect volunteers to the mission - Must reside in the USA (NYC/Tri-State area preferred); background in marketing, community building, or fundraising is an advantage To apply, send your CV or a brief introduction to eldad.garfunkel@gmail.com. *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,Volunteer; Part-time; Global health & development; Communication; Community building; Finance; Direct high impact on an important cause; Skill-building & building career capital
d53f5866640a,EA Opportunities Board,Brains Project Coordinator,https://lava-somersault-a5a.notion.site/Brains-Project-Coordinator-6-month-contract-2eeec84047a980c6a455d347455acb53,2026-02-13,,Speculative Technologies,https://spec.tech/,,"A 6-month, full-time remote contract for early-career science graduates who want hands-on project management experience supporting ambitious frontier research. - Ownership and coordination – Run scheduling, task tracking, and team communications for the Brains Accelerator - Tool fluency – Work across Google Workspace, Airtable, Notion, Monday, Slack, and LLM tools - In-person events – Support at least two program events, managing logistics and on-site coordination - Mission-driven team – Collaborate with scientists pushing cutting-edge research in a small, fast-moving nonprofit Apply by emailing your resume to info@spec.tech with the subject “Brains Project Coordinator” and a short paragraph on your interest. *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,"Full-time; Internship; Building effective altruism; Organization building, boosting & running; Operations; Management; Communication; Skill-building & building career capital; Direct/increased engagement with EA; Learning about important cause areas; Undergraduate degree"
520930e41ff2,EA Opportunities Board,Legal and Tax Advisor,https://www.effectiefgeven.be/vacatures/jurist-fiscalist,2026-02-04,,Effectief Geven,https://www.doneereffectief.nl/,,"A low-commitment, remote volunteer role for a jurist or tax specialist who wants to unlock tax deductibility for high-impact charities in Belgium. - Focus: Research Belgian tax law on charitable deductibility and advise on pathways for Effectief Geven and recommended charities. - Stakeholder work: Coordinate with the team and liaise with FOD Financiën and/or the King Baudouin Foundation. - Practical impact: Support the donor helpdesk with clear answers to tax-related questions. - Flexibility: 2–4 hours per week, fully remote, start as soon as available. *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,"Volunteer; Part-time; Building effective altruism; Legal; Political & bureaucratic; Policy writing; Direct/increased engagement with EA; Direct high impact on an important cause; Specialized degree (M.D., J.D., etc.)"
cd7f8bfcbd5b,EA Opportunities Board,Tax & Bookkeeping advisor,https://www.effectiefgeven.be/vacatures/boekhoudkundige,2026-02-04,,Effectief Geven,https://www.doneereffectief.nl/,,"A flexible, remote volunteer role for someone with fiscal or accounting experience who wants to help unlock tax deductibility for highly effective charities in Belgium. - Impact: Research Belgian tax law and design a pathway to tax deductibility for Effectief Geven and recommended charities - Collaboration: Work with the team to liaise with FOD Financiën and/or the King Baudouin Foundation - Expertise: Support the helpdesk by answering donor questions on tax and fiscal matters - Flexibility: 2–4 hours per week, fully remote, starting as soon as possible *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,"Volunteer; Part-time; Building effective altruism; Global priorities research; Political & bureaucratic; Policy writing; Collaborative problem-solving; Communication; Direct/increased engagement with EA; Skill-building & building career capital; Specialized degree (M.D., J.D., etc.)"
5f9a4f0065c2,EA Opportunities Board,"AI Red Teamer, Frontier AI Safety",https://www.notion.so/Use-Your-Creativity-to-Make-a-Frontier-AI-Model-Safer-AI-Red-Teaming-298c6fc4dec280ee956dcb78897f323b,2026-01-27,,July AI,https://www.gojuly.ai/,,"A short-term, paid role for creative writers and technologists to stress-test a frontier AI model by crafting adversarial prompts that surface safety failures. - Work: Design multi-step narratives and prompts to probe model weaknesses, document failures, and suggest mitigations - Impact: Your tests directly inform safety improvements for a leading frontier AI lab - Structure: 4–6 week contract, part-time or full-time (10–40 hrs/week), with potential extension - Compensation: $30–$50/hour, plus direct exposure to AI researchers and safety workflows *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,Part-time; Fellowship; AI safety & policy; Research; Communication; Information security; Software engineering; Collaborative problem-solving; Direct high impact on an important cause; Skill-building & building career capital; Testing your fit for a certain career path
629d26304bf7,EA Opportunities Board,Strategy Fellow,https://forecastingresearch.org/roles/strategy-fellow,2026-01-23,,Forecasting Research Institute (FRI),https://forecastingresearch.org/,,"Help shape organizational strategy through research, writing, and cross-functional project management. - Conduct strategic research and stakeholder interviews. - Write policy-focused content and fundraising materials. - Support organizational planning and goal tracking. - Collaborate closely with senior leadership on priority initiatives. *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*","$80,000-$130,000","Full-time; Global priorities research; AI safety & policy; Research; Communication; Collaborative problem-solving; Direct high impact on an important cause; Skill-building & building career capital; Undergraduate degree; Graduate degree; Doctoral degree; Specialized degree (M.D., J.D., etc.)"
fb5eb802ed30,EA Opportunities Board,Program Manager (junior or senior),https://forms.gle/8YDpjcCmBJYrVFT77,2026-01-20,,Rethink Wellbeing,https://www.rethinkwellbeing.org/,,"A remote program management role for early- to mid-career mental health professionals helping deliver and scale an evidence-based global wellbeing program. - Program leadership: Support delivery and improvement of the CBT Lab, an 8–12 week online group mental health program, working under a senior program lead. - Facilitator management: Recruit, train, supervise, and support volunteer facilitators to ensure ethical, high-quality group sessions. - Innovation and AI: Contribute clinical and program input to AI-enhanced mental health tools and new scaling pathways. - Impact and learning: Track outcomes, support participants, and build hands-on experience in digital mental health and nonprofit operations. *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,"Part-time; Volunteer; Mental health & wellbeing; Global health & development; Organization building, boosting & running; Communication; Community building; Operations; Management; Direct high impact on an important cause; Skill-building & building career capital; Graduate degree"
c605ca1749c1,EA Opportunities Board,Co-Director,https://forms.gle/3HicqPYt8HD7CPiN6,2026-01-20,,Rethink Wellbeing,https://www.rethinkwellbeing.org/,,"A senior leadership opportunity to co-lead a fast-growing global mental health nonprofit and scale evidence-based support to underserved communities. - Strategic leadership: Co-shape organizational strategy and guide Rethink Wellbeing through its next growth phase alongside the founder - Fundraising & partnerships: Build relationships with funders and partners to secure sustainable financing and expand global reach - Program innovation: Support the evolution of digital mental health programs using evidence, user feedback, and emerging best practices - Operations & team development: Strengthen systems, culture, and processes for a remote-first, international team Apply via the interest form (10 minutes) to explore co-leading Rethink Wellbeing’s next chapter. *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,"Full-time; Fellowship; Mental health & wellbeing; Entrepreneur; Organization building, boosting & running; Management; Operations; Finance; Direct high impact on an important cause; Skill-building & building career capital; Direct/increased engagement with EA; Graduate degree"
4e911136f588,EA Opportunities Board,"Board Member, Animal Welfare",https://grnh.se/k8s5wwdw1us,2025-12-17,,The Humane League,https://thehumaneleague.org/,,"Join The Humane League’s Board as a part-time, remote volunteer and help guide one of the world’s leading animal protection nonprofits in its mission to end the abuse of animals raised for food. - Provide strategic guidance, financial oversight, and risk management to support THL’s mission and programs - Participate in quarterly board meetings, fundraising, CEO oversight, and annual budget approval - Collaborate with a diverse, global team and enhance THL’s public standing through advocacy - Open to international candidates; no specific visa requirements mentioned This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)",,Volunteer; Part-time; Animal welfare; Management; Collaborative problem-solving; Finance; Direct high impact on an important cause
01708b32aaf4,EA Opportunities Board,The SandboxAQ Residency Program,https://www.sandboxaq.com/company/residencies,2025-12-18,,SandboxAQ,https://www.sandboxaq.com/,,"The SandboxAQ Residency Program offers early-career scientists, engineers, and innovators the chance to work on transformative projects in AI, quantum technologies, and related fields. - Open to STEM graduate students, medical students, MBA candidates, undergraduates, and postdocs from diverse disciplines such as AI, physics, chemistry, biology, neuroscience, computer science, cybersecurity, mathematics, engineering, drug design, financial engineering, medicine, and business - Residents engage in impactful projects in areas like drug discovery, new materials, cybersecurity, navigation, and medical diagnostics - Flexible arrangements: residencies can be remote or on-site (with some hardware roles based near Stanford University), and run for 3–12 months, full-time or part-time, starting year-round on a rolling basis - Participants receive mentorship and join a global professional network of experts and peers For more details or to view open roles, visit the SandboxAQ Residency Program page: https://www.sandboxaq.com/company/residencies *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,"Fellowship; Internship; Full-time; Part-time; AI safety & policy; Information security; Research; Software engineering; Collaborative problem-solving; Academia; Skill-building & building career capital; Learning about important cause areas; Testing your fit for a certain career path; Undergraduate degree; Graduate degree; Doctoral degree; Specialized degree (M.D., J.D., etc.)"
534723983a78,EA Opportunities Board,Scriptwriter & storyteller,https://kurzgesagt.org/careers/scriptwriter-and-storyteller-all-genders-178141,2025-12-10,,Kurzgesagt,http://www.kurzgesagt.org/,,"Kurzgesagt is seeking a freelance Scriptwriter & Storyteller to join their Research & Writing department remotely. - Collaborate with the team to craft engaging scripts and stories for Kurzgesagt’s content. - Work remotely with flexible freelance arrangements. - Contribute to a fair and transparent hiring process focused on specific, open roles. - Applications are only accepted for listed positions; speculative or internship applications are not considered. Apply directly via the Kurzgesagt careers page for this and other open roles. *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,Part-time; Building effective altruism; Communication; Research; Skill-building & building career capital; Doctoral degree
dce964bf0ad4,EA Opportunities Board,"Fellows (AI Security, Technology Policy and Governance, or Biosecurity)",https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/fellows.html,2025-10-23,,RAND,https://www.rand.org/,,"The RAND Center on AI, Security, and Technology Fellowship offers a unique opportunity for individuals interested in policy research at the intersection of technology and security. - Fellows conduct research in RAND CAST’s focus areas and receive mentorship from RAND policy experts. - Open to candidates from undergraduate to mid-career levels; fellowships are typically six months with possible renewals up to three years, and can be full- or part-time. - Fellows may work remotely or from RAND’s U.S. or U.K. offices (San Francisco or DC preferred); U.S. fellows receive a stipend ($40,000–$200,000) plus health/dental support, U.K. compensation is experience-based. - Applicants must be able to obtain and maintain a government security clearance (U.S. or U.K. citizens or those with 12+ months U.K. residency) and have the right to work in the U.K. if applying there. Alternate pathways and staff positions are available via the RAND CAST collaboration opportunities page. *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,Fellowship; Full-time; Part-time; AI safety & policy; International security & cooperation; Research; AI governance understanding; Political & bureaucratic; Collaborative problem-solving; Skill-building & building career capital; Direct high impact on an important cause; Learning about important cause areas; Undergraduate degree; Graduate degree; Doctoral degree
f1da8e5fc706,EA Opportunities Board,Research Staff – AI Safety & Secure Deep Learning,https://dawnsong.io/,2025-10-22,,Dawn Song (UC Berkeley),https://dawnsong.io/,,"Positions are available for postdocs, research staff, staff programmers, and interns in security, privacy, and deep learning. - Work on cutting-edge research in AI safety, security, and privacy. - Join a team recognized for award-winning research and global impact. - Opportunities for both experienced professionals and students (including Berkeley undergrads via URAP). - Application requires filling out a form and emailing dawnsong.jobs@gmail.com; direct emails without form submission are discouraged. Apply via the form here: https://forms.gle/DiJLadYDcvSGx4Bv7 *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,Full-time; Internship; AI safety & policy; Research; Software engineering; Academia; Direct high impact on an important cause; Skill-building & building career capital; Undergraduate degree
ea2971d9337f,EA Opportunities Board,Video Work (Contractor),https://80000hours.org/2025/08/expression-of-interest-contracting-for-video-work/,2025-08-19,,"80,000 Hours (80K)",https://80000hours.org/,,"80,000 Hours is seeking talented editors, scriptwriters, videographers, and producers to help create impactful videos about transformative AI on a contracting basis. - Work remotely (Bay Area or Pacific time zone a plus) with flexible hours, including at least 10 hours most weeks and more during high-demand periods - Contribute to a fast-growing YouTube channel (“AI in Context”) with a large audience and help shape public understanding of AI risks - Set your own hourly rate; compensation varies by role, skills, and experience - Ideal candidates have relevant video production experience, knowledge of YouTube trends, and familiarity with AI safety, but all strong applicants are encouraged to apply *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*",,Part-time; Volunteer; Building effective altruism; Communication; Direct/increased engagement with EA
4514c4738d0d,EA Opportunities Board,List of Open Roles in the Alternative Protein Sector,https://altprotein.jobs/,2025-08-07,,AltProtein.jobs,https://altprotein.jobs,,"A curated platform connecting students and professionals with high-impact roles in alternative protein, cellular agriculture, and food tech innovation. - Browse research, engineering, and policy roles across top organizations - Discover internships, fellowships, and full-time positions worldwide - Filter opportunities by skill area, cause focus, or career stage - Stay updated on new listings advancing sustainable and ethical food systems Also features community resources for job seekers and employers in the alt-protein ecosystem. *This text was generated by AI. If you notice any inconsistencies, please let us know using https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u*",,"Internship; Fellowship; Full-time; Part-time; Animal welfare; Operations; Community building; Direct high impact on an important cause; Skill-building & building career capital; High school; Undergraduate degree; Graduate degree; Doctoral degree; Specialized degree (M.D., J.D., etc.)"
38071fdde57c,EA Opportunities Board,United Nations' Internships (List),"https://careers.un.org/jobopening?language=en&data=%257B%2522jle%2522:%255B%255D,%2522jc%2522:%255B%2522INT%2522%255D%257D",2025-08-07,,United Nations (UN),https://careers.un.org/,,"Explore part-time UN internships for students in Geneva, New York, Bangkok, and beyond—ideal for those interested in public information, gender equality, and international policy. - Funding: All roles are unpaid but may offer academic credit - Mentorship: Work alongside experienced UN staff and communications teams - Focus areas: Public information, ICT, gender policy, peace operations *This text was generated by AI. If you notice any inconsistencies, please let us know using https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u*",,Internship; Part-time; Global priorities research; Communication; Political & bureaucratic; Policy writing; Research; Skill-building & building career capital; Testing your fit for a certain career path; Direct high impact on an important cause; Undergraduate degree
d20ba0e8df90,EA Opportunities Board,Rethink Priorities Special Projects Program,https://forum.effectivealtruism.org/posts/AFgvA9imsT6bww8E3/announcing-the-rethink-priorities-special-projects-program?utm_source=EA+Forum+Digest&utm_campaign=fcc49b5e30-EMAIL_CAMPAIGN_2022_09_28_09_39&utm_medium=email&utm_term=0_7457c7ff3e-fcc49b5e30-319175029,2025-08-07,,Rethink Priorities,https://rethinkpriorities.org/,,"Help launch and support promising effective altruism projects through operational incubation or fiscal sponsorship. - Receive operational, hiring, finance, and communications support - Focus on core project work instead of administration - Open to new EA initiatives, especially longtermist projects - Submit an expression of interest on a rolling basis *This text was generated by AI. If you notice any inconsistencies, please let us know using this [form](https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u)*.",,"Funding; Full-time; Advising; Building effective altruism; Organization building, boosting & running; Operations; Management; Community building; Direct/increased engagement with EA; Skill-building & building career capital; Graduate degree; Specialized degree (M.D., J.D., etc.)"
497a7f6f3760,EA Opportunities Board,Facilitating Virtual Programs,https://www.effectivealtruism.org/facilitating,2025-08-07,,Centre for Effective Altruism (CEA),https://www.centreforeffectivealtruism.org/,,"Facilitate virtual programs to help participants learn about the core ideas of effective altruism while deepening your own understanding and making a positive impact. - Prepare for and lead weekly group discussions (3–8 participants) using provided materials and facilitator guides (2.5–4 hours/week per cohort) - Support participants, track attendance, and occasionally hold 1:1s; attend a training session - Receive a stipend based on your location, experience, and number of cohorts (see stipend calculator); payments available in countries supported by Wise (not available in sanctioned countries) - Application process includes a short form, trial task, and possibly a live interview Apply to facilitate here: https://www.effectivealtruism.org/facilitating *This text was generated by AI. If you notice any inconsistencies, please let us know using https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u*","$847.73 for their first cohort, and $423.86 for each additional cohort","Part-time; Volunteer; Building effective altruism; Communication; Community building; Organization building, boosting & running; Direct/increased engagement with EA; Learning about important cause areas"
dee0b33b961f,EA Opportunities Board,Plant Biology / Pathology Methods Consultants,https://securebio.org/careers/plant-biology--pathology-methods-consultants-part-time/,2025-08-07,,SecureBio,https://securebio.org/,,"SecureBio is seeking part-time Plant Biology/Pathology Methods Consultants to help assess the accuracy of AI assistants in plant molecular biology and plant pathology lab work. - Short-term, asynchronous, and remote consulting role paid per task ($80–$150/hr) - Ideal for plant researchers (PhD or pursuing) with lab and/or field experience, including grad students and postdocs - Collaborate with a team of biologists on a research project evaluating AI in lab troubleshooting - Open to both US-based and international applicants; no benefits provided Apply here: https://securebio-evals.softr.app/sign-up *This text was generated by AI. If you notice any inconsistencies, please let us know using https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u*",,Part-time; Advising; Biosecurity & pandemic preparedness; Research; Collaborative problem-solving; Direct high impact on an important cause; Doctoral degree
da1fef124a3f,EA Opportunities Board,Submit Your Profile to the High-Impact Talent Directory,https://airtable.com/app6rLqQByByYXVP2/shriK3wkTC6pHUyWr,2025-08-07,,High Impact Professionals (HIP),https://www.highimpactprofessionals.org,,"A quick-entry talent form for early-career professionals seeking roles at high-impact organizations. - Purpose: Help match candidates with orgs working on global priorities - Eligibility: Open to those seeking full-time, part-time, or internship roles - Time: Takes 10–15 minutes to complete - Privacy: Info is only shared publicly with your explicit consent *This text was generated by AI. If you notice any inconsistencies, please let us know using https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u*",,Full-time; Part-time; Internship; AI safety & policy; Communication; Operations; Direct/increased engagement with EA; Skill-building & building career capital; Testing your fit for a certain career path; Learning about important cause areas
9b7c92031726,EA Opportunities Board,Help Improve the AI Alignment Ecosystem by Supporting these Projects (Various Opportunities),https://alignment.dev,2025-08-07,,Alignment Ecosystem Development,https://alignment.dev/,,"Alignment Ecosystem Development (AED) is a nonprofit focused on building and maintaining digital infrastructure to support the AI safety ecosystem, seeking volunteers to contribute to impactful projects. - Collaborate with a diverse team of software engineers, communicators, and generalists to advance AI safety initiatives. - Contribute to the development and maintenance of online infrastructure serving the AI safety community. - Flexible volunteer opportunities across multiple projects; view available projects at https://www.aisafety.com/projects. - Connect via Discord, email, or apply directly to volunteer; paid roles are also available at https://www.aisafety.com/jobs. This text was generated by AI. If you notice any inconsistencies, please let us know using https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u",,Volunteer; Full-time; AI safety & policy; Software engineering; Communication; Direct/increased engagement with EA; Skill-building & building career capital; High school
9cfaeb5def6c,EA Opportunities Board,Coefficient Giving General Application,https://jobs.ashbyhq.com/coefficientgiving/2cc48fa8-97aa-47d8-b367-bf3b66cdba3f,2025-08-07,,Coefficient Giving,https://coefficientgiving.org/,,"Coefficient Giving invites expressions of interest from early-career professionals eager to work on high-impact research, grantmaking, or technical operations. - Flexible timeline – express interest now, even if you’re not immediately available - Future-fit matching – we’ll reach out if a role aligns with your skills and our needs - Target roles – research, grantmaking, management, and technical operations - Rolling review – we’ll contact you if we decide to move forward with your application",,Full-time; Fellowship; Internship; Part-time; Global priorities research; Research; Collaborative problem-solving; Learning about important cause areas; Skill-building & building career capital; Undergraduate degree
87e676003ef9,EA Opportunities Board,Communications Specialist,https://www.fortifyhealth.global/communications-specialist-remote.html,2025-08-07,,Fortify Health,https://www.fortifyhealth.global,,"Fortify Health is seeking a Communications Specialist to create high-quality design and written content, strengthen communications systems, and help shape the organization’s long-term communications strategy. - Produce engaging content for social media, brochures, decks, proposals, videos, and more - Lead training for team members on communications best practices - Collaborate across teams and report directly to the CEO - Ideal candidates have experience in design, social media, and written communication, with strong attention to detail and writing skills Read more and apply: https://docs.google.com/document/d/1xf-mCYa1CAsq1qsCRGhtbNSde9yTE1khfIG-dDnSB-0/preview *This text was generated by AI. If you notice any inconsistencies, please let us know using https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u*",,Full-time; Global health & development; Communication; Operations; Skill-building & building career capital; Undergraduate degree
d953883f1ae7,EA Opportunities Board,List of part-time courses related to top problems,https://airtable.com/app53PsYpHxJW61l3/shr6eKNhPjxj4UH4E/tblqpu7Tcy2734cji,2025-08-07,,Effective Altruism Community,https://www.effectivealtruism.org,,"Explore flexible, high-impact learning programs designed for students and early-career professionals who want to deepen their skills in AI safety, biosecurity, and global priorities. • Learn directly from researchers and practitioners working on real-world challenges • Gain project-based experience in technical, governance, or policy areas • Build connections with peers pursuing impactful careers • Balance learning with studies or part-time work through flexible schedules Also open: fellowships and research programs for advanced participants seeking mentorship and funding. *This text was generated by AI. If you notice any inconsistencies, please let us know using https://airtable.com/appngKrXQ99QHsAo4/shrrnPHkHnhTQNA4u*",,Course; Fellowship; Funding; Part-time; AI safety & policy; Research; Learning about important cause areas; Skill-building & building career capital
